teacher_id,school_id,teacher_name,persona,teacher_availability_mask,preferred_time_window,consecutive_period_preference,subjects_taught,class_arm_eligibility,room_strictness,years_of_experience,employment_type,cds_blocked_day,min_rest_periods_required
TCH-01346,SCH-103,Emeka Adeyemi,hustling_subject_specialist,11000,08:00-11:00,3,Physics,senior_only,high,11,part_time_multi_school,,
TCH-01347,SCH-103,Emeka Chukwu,hustling_subject_specialist,10110,08:00-11:00,2,Physics,senior_only,high,8,part_time_multi_school,,
TCH-01348,SCH-104,Emeka Adebayo,overworked_generalist,11111,scattered,5,CRS|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-01349,SCH-104,Musa Eze,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01350,SCH-104,Chiamaka Mohammed,hustling_subject_specialist,10100,08:00-11:00,2,Economics|Physics,senior_only,high,11,part_time_multi_school,,
TCH-01351,SCH-104,Ifeoma Okoro,overworked_generalist,11111,scattered,3,CRS|PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-01352,SCH-104,Emeka Abubakar,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-01353,SCH-104,Blessing Chukwu,overworked_generalist,11111,scattered,5,CRS|PHE|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01354,SCH-104,Musa Okafor,overworked_generalist,11111,scattered,3,Basic Technology|PHE,any,very_low,3,full_time_underpaid,,
TCH-01355,SCH-104,Hauwa Garba,overworked_generalist,11111,scattered,5,CRS|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01356,SCH-104,Emeka Okoro,overworked_generalist,11111,scattered,4,PHE|CRS,any,very_low,1,full_time_underpaid,,
TCH-01357,SCH-104,Amaka Eze,overworked_generalist,11111,scattered,5,Basic Technology|PHE|CRS,any,very_low,1,full_time_underpaid,,
TCH-01358,SCH-104,Amaka Balogun,overworked_generalist,11111,scattered,5,PHE|Basic Technology|CRS,any,very_low,3,full_time_underpaid,,
TCH-01359,SCH-104,Bashir Garba,hustling_subject_specialist,01110,08:00-11:00,2,Physics|Economics,senior_only,high,11,part_time_multi_school,,
TCH-01360,SCH-104,Musa Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Physics|Biology,senior_only,absolute_priority,26,full_time_senior_staff,,2
TCH-01361,SCH-104,Hauwa Balogun,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01362,SCH-104,Oluwaseun Eze,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-01363,SCH-104,Hauwa Adeyemi,hustling_subject_specialist,01100,08:00-11:00,2,Economics|Physics,senior_only,high,6,part_time_multi_school,,
TCH-01364,SCH-105,Chiamaka Suleiman,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,8,full_time_underpaid,,
TCH-01365,SCH-105,Obinna Suleiman,overworked_generalist,11111,scattered,4,Basic Technology|CRS|PHE,any,very_low,7,full_time_underpaid,,
TCH-01366,SCH-105,Blessing Okafor,overworked_generalist,11111,scattered,3,CRS|PHE,any,very_low,1,full_time_underpaid,,
TCH-01367,SCH-105,Chiamaka Adebayo,overworked_generalist,11111,scattered,4,Basic Technology|PHE|CRS,any,very_low,3,full_time_underpaid,,
TCH-01368,SCH-105,Musa Adeyemi,overworked_generalist,11111,scattered,4,PHE|Basic Technology|CRS,any,very_low,4,full_time_underpaid,,
TCH-01369,SCH-105,Amaka Adebayo,overworked_generalist,11111,scattered,4,PHE|Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-01370,SCH-105,Chinedu Chukwu,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Chemistry,senior_only,absolute_priority,22,full_time_senior_staff,,2
TCH-01371,SCH-105,Oluwaseun Eze,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,4,full_time_underpaid,,
TCH-01372,SCH-105,Aisha Adeyemi,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01373,SCH-105,Hauwa Garba,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,7,full_time_underpaid,,
TCH-01374,SCH-105,Aisha Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Further Mathematics,senior_only,absolute_priority,24,full_time_senior_staff,,2
TCH-01375,SCH-105,Aisha Okoro,hustling_subject_specialist,11010,08:00-11:00,3,Physics|Further Mathematics,senior_only,high,7,part_time_multi_school,,
TCH-01376,SCH-106,Blessing Adebayo,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01377,SCH-106,Bashir Mohammed,hustling_subject_specialist,10010,08:00-11:00,3,Physics|Economics,senior_only,high,12,part_time_multi_school,,
TCH-01378,SCH-106,Chiamaka Okafor,overworked_generalist,11111,scattered,3,PHE|CRS,any,very_low,6,full_time_underpaid,,
TCH-01379,SCH-106,Chinedu Eze,overworked_generalist,11111,scattered,4,CRS|Basic Technology|PHE,any,very_low,4,full_time_underpaid,,
TCH-01380,SCH-106,Kunle Eze,nysc_corper,11101,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-01381,SCH-106,Bashir Adeyemi,hustling_subject_specialist,00110,08:00-11:00,3,Economics,senior_only,high,10,part_time_multi_school,,
TCH-01382,SCH-106,Hauwa Adeyemi,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01383,SCH-106,Chiamaka Okafor,nysc_corper,11110,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-01384,SCH-106,Amaka Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Physics,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-01385,SCH-106,Adaeze Mohammed,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,3,full_time_underpaid,,
TCH-01386,SCH-106,Tunde Chukwu,hustling_subject_specialist,01010,08:00-11:00,3,Physics,senior_only,high,8,part_time_multi_school,,
TCH-01387,SCH-107,Yusuf Balogun,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01388,SCH-107,Yusuf Okafor,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01389,SCH-107,Ifeoma Adebayo,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01390,SCH-107,Aisha Okoro,veteran_staff_room_boss,11111,08:30-10:30,1,Physics,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-01391,SCH-107,Ifeoma Abubakar,veteran_staff_room_boss,11111,08:30-10:30,2,Biology|Further Mathematics,senior_only,absolute_priority,20,full_time_senior_staff,,2
TCH-01392,SCH-107,Chiamaka Adebayo,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-01393,SCH-107,Adaeze Okafor,overworked_generalist,11111,scattered,3,Basic Technology|PHE|CRS,any,very_low,2,full_time_underpaid,,
TCH-01394,SCH-107,Oluwaseun Okafor,hustling_subject_specialist,11010,08:00-11:00,2,Physics|Further Mathematics,senior_only,high,5,part_time_multi_school,,
TCH-01395,SCH-107,Amaka Mohammed,overworked_generalist,11111,scattered,4,CRS|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-01396,SCH-107,Yusuf Eze,hustling_subject_specialist,10100,08:00-11:00,3,Economics|Physics,senior_only,high,4,part_time_multi_school,,
TCH-01397,SCH-107,Ngozi Nwosu,nysc_corper,01111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01398,SCH-108,Ifeoma Okoro,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01399,SCH-108,Ifeoma Chukwu,hustling_subject_specialist,11000,08:00-11:00,3,Physics,senior_only,high,11,part_time_multi_school,,
TCH-01400,SCH-108,Fatima Nwosu,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,4,full_time_underpaid,,
TCH-01401,SCH-108,Adaeze Balogun,hustling_subject_specialist,00110,08:00-11:00,3,Economics|Further Mathematics,senior_only,high,8,part_time_multi_school,,
TCH-01402,SCH-108,Kunle Chukwu,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-01403,SCH-108,Yusuf Chukwu,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01404,SCH-108,Chiamaka Adeyemi,overworked_generalist,11111,scattered,4,PHE|CRS,any,very_low,6,full_time_underpaid,,
TCH-01405,SCH-108,Fatima Eze,overworked_generalist,11111,scattered,5,PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-01406,SCH-108,Adaeze Suleiman,overworked_generalist,11111,scattered,3,Basic Technology|CRS,any,very_low,6,full_time_underpaid,,
TCH-01407,SCH-108,Fatima Nwosu,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry,senior_only,absolute_priority,18,full_time_senior_staff,,2
TCH-01408,SCH-108,Oluwaseun Abubakar,hustling_subject_specialist,00110,08:00-11:00,2,Physics,senior_only,high,7,part_time_multi_school,,
TCH-01409,SCH-109,Blessing Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-01410,SCH-109,Hauwa Okafor,nysc_corper,11011,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-01411,SCH-109,Chiamaka Adebayo,overworked_generalist,11111,scattered,5,CRS|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-01412,SCH-109,Tunde Balogun,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01413,SCH-109,Ngozi Mohammed,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,2,full_time_underpaid,,
TCH-01414,SCH-109,Aisha Adeyemi,overworked_generalist,11111,scattered,3,Basic Technology|PHE|CRS,any,very_low,8,full_time_underpaid,,
TCH-01415,SCH-109,Obinna Chukwu,hustling_subject_specialist,01100,08:00-11:00,3,Physics|Economics,senior_only,high,8,part_time_multi_school,,
TCH-01416,SCH-109,Aisha Abubakar,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-01417,SCH-109,Blessing Adebayo,hustling_subject_specialist,00110,08:00-11:00,3,Physics,senior_only,high,9,part_time_multi_school,,
TCH-01418,SCH-109,Emeka Mohammed,nysc_corper,01111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01419,SCH-110,Amaka Suleiman,overworked_generalist,11111,scattered,5,PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-01420,SCH-110,Musa Okafor,hustling_subject_specialist,11000,08:00-11:00,2,Physics|Further Mathematics,senior_only,high,8,part_time_multi_school,,
TCH-01421,SCH-110,Chiamaka Eze,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,7,full_time_underpaid,,
TCH-01422,SCH-110,Hauwa Suleiman,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-01423,SCH-110,Kunle Adebayo,overworked_generalist,11111,scattered,5,PHE|Basic Technology|CRS,any,very_low,8,full_time_underpaid,,
TCH-01424,SCH-110,Adaeze Adebayo,overworked_generalist,11111,scattered,3,Basic Technology|CRS,any,very_low,6,full_time_underpaid,,
TCH-01425,SCH-110,Yusuf Adebayo,hustling_subject_specialist,10100,08:00-11:00,3,Economics|Physics,senior_only,high,7,part_time_multi_school,,
TCH-01426,SCH-110,Blessing Garba,hustling_subject_specialist,10010,08:00-11:00,3,Economics,senior_only,high,12,part_time_multi_school,,
TCH-01427,SCH-110,Chiamaka Okafor,nysc_corper,01111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01428,SCH-110,Chiamaka Adebayo,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,7,full_time_underpaid,,
TCH-01429,SCH-110,Adaeze Okafor,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Further Mathematics,senior_only,absolute_priority,19,full_time_senior_staff,,2
TCH-01430,SCH-110,Musa Garba,nysc_corper,11110,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-01431,SCH-110,Ngozi Eze,overworked_generalist,11111,scattered,4,CRS|Basic Technology|PHE,any,very_low,6,full_time_underpaid,,
TCH-01432,SCH-111,Obinna Chukwu,nysc_corper,10111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01433,SCH-111,Adaeze Mohammed,overworked_generalist,11111,scattered,3,PHE|Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-01434,SCH-111,Oluwaseun Balogun,hustling_subject_specialist,10100,08:00-11:00,2,Physics|Economics,senior_only,high,5,part_time_multi_school,,
TCH-01435,SCH-111,Bashir Garba,overworked_generalist,11111,scattered,3,PHE|CRS,any,very_low,7,full_time_underpaid,,
TCH-01436,SCH-111,Chiamaka Adebayo,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics|Physics,senior_only,absolute_priority,30,full_time_senior_staff,,2
TCH-01437,SCH-111,Tunde Okoro,hustling_subject_specialist,10100,08:00-11:00,2,Further Mathematics,senior_only,high,6,part_time_multi_school,,
TCH-01438,SCH-111,Fatima Garba,hustling_subject_specialist,10100,08:00-11:00,3,Further Mathematics,senior_only,high,11,part_time_multi_school,,
TCH-01439,SCH-111,Yusuf Chukwu,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01440,SCH-111,Chinedu Okafor,overworked_generalist,11111,scattered,5,CRS|PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-01441,SCH-111,Tunde Chukwu,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01442,SCH-111,Chiamaka Mohammed,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-01443,SCH-112,Fatima Adebayo,overworked_generalist,11111,scattered,4,CRS|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-01444,SCH-112,Musa Adebayo,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,24,full_time_senior_staff,,2
TCH-01445,SCH-112,Obinna Mohammed,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-01446,SCH-112,Aisha Chukwu,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,7,full_time_underpaid,,
TCH-01447,SCH-112,Ngozi Adebayo,overworked_generalist,11111,scattered,5,Basic Technology|CRS,any,very_low,3,full_time_underpaid,,
TCH-01448,SCH-112,Fatima Eze,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,28,full_time_senior_staff,,2
TCH-01449,SCH-112,Amaka Okafor,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-01450,SCH-112,Chinedu Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-01451,SCH-112,Musa Okafor,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry,senior_only,absolute_priority,26,full_time_senior_staff,,2
TCH-01452,SCH-112,Chiamaka Garba,nysc_corper,11110,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-01453,SCH-112,Tunde Garba,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-01454,SCH-112,Bashir Adebayo,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-01455,SCH-112,Oluwaseun Abubakar,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-01456,SCH-112,Blessing Suleiman,nysc_corper,11101,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-01457,SCH-113,Tunde Adeyemi,hustling_subject_specialist,11000,08:00-11:00,3,Further Mathematics,senior_only,high,11,part_time_multi_school,,
TCH-01458,SCH-113,Kunle Adebayo,overworked_generalist,11111,scattered,4,PHE|CRS|Basic Technology,any,very_low,5,full_time_underpaid,,
TCH-01459,SCH-113,Blessing Nwosu,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry,senior_only,absolute_priority,28,full_time_senior_staff,,2
TCH-01460,SCH-113,Yusuf Eze,overworked_generalist,11111,scattered,3,CRS|PHE,any,very_low,2,full_time_underpaid,,
TCH-01461,SCH-113,Yusuf Garba,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,7,full_time_underpaid,,
TCH-01462,SCH-113,Oluwaseun Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Further Mathematics,senior_only,absolute_priority,15,full_time_senior_staff,,2
TCH-01463,SCH-113,Yusuf Okoro,nysc_corper,01111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01464,SCH-113,Bashir Okafor,overworked_generalist,11111,scattered,4,Basic Technology|CRS,any,very_low,4,full_time_underpaid,,
TCH-01465,SCH-113,Adaeze Suleiman,overworked_generalist,11111,scattered,4,Basic Technology|CRS,any,very_low,4,full_time_underpaid,,
TCH-01466,SCH-113,Aisha Chukwu,overworked_generalist,11111,scattered,3,PHE|Basic Technology|CRS,any,very_low,5,full_time_underpaid,,
TCH-01467,SCH-113,Amaka Suleiman,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-01468,SCH-113,Fatima Nwosu,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01469,SCH-113,Tunde Abubakar,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-01470,SCH-113,Hauwa Adeyemi,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-01471,SCH-113,Aisha Balogun,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-01472,SCH-113,Kunle Adeyemi,hustling_subject_specialist,00110,08:00-11:00,3,Further Mathematics|Economics,senior_only,high,7,part_time_multi_school,,
TCH-01473,SCH-114,Yusuf Balogun,nysc_corper,10111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01474,SCH-114,Adaeze Garba,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-01475,SCH-114,Tunde Garba,overworked_generalist,11111,scattered,5,Basic Technology|PHE|CRS,any,very_low,5,full_time_underpaid,,
TCH-01476,SCH-114,Fatima Nwosu,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,26,full_time_senior_staff,,2
TCH-01477,SCH-114,Amaka Okoro,hustling_subject_specialist,10010,08:00-11:00,2,Physics|Economics,senior_only,high,7,part_time_multi_school,,
TCH-01478,SCH-114,Emeka Adeyemi,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-01479,SCH-114,Aisha Chukwu,hustling_subject_specialist,11010,08:00-11:00,2,Economics|Further Mathematics,senior_only,high,5,part_time_multi_school,,
TCH-01480,SCH-114,Blessing Abubakar,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-01481,SCH-114,Ngozi Balogun,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,24,full_time_senior_staff,,2
TCH-01482,SCH-114,Ifeoma Adeyemi,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Physics,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-01483,SCH-114,Ifeoma Garba,nysc_corper,10111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01484,SCH-115,Blessing Chukwu,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics|Physics,senior_only,absolute_priority,24,full_time_senior_staff,,2
TCH-01485,SCH-115,Emeka Okoro,hustling_subject_specialist,01100,08:00-11:00,2,Economics|Physics,senior_only,high,6,part_time_multi_school,,
TCH-01486,SCH-115,Blessing Nwosu,hustling_subject_specialist,10010,08:00-11:00,2,Further Mathematics,senior_only,high,7,part_time_multi_school,,
TCH-01487,SCH-115,Kunle Adebayo,overworked_generalist,11111,scattered,3,PHE|CRS|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-01488,SCH-115,Amaka Eze,hustling_subject_specialist,11010,08:00-11:00,3,Further Mathematics|Economics,senior_only,high,11,part_time_multi_school,,
TCH-01489,SCH-115,Ngozi Garba,overworked_generalist,11111,scattered,4,CRS|PHE,any,very_low,4,full_time_underpaid,,
TCH-01490,SCH-115,Amaka Balogun,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-01491,SCH-115,Obinna Eze,hustling_subject_specialist,10010,08:00-11:00,3,Economics,senior_only,high,7,part_time_multi_school,,
TCH-01492,SCH-115,Chiamaka Balogun,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,2,full_time_underpaid,,
